state,lat,lon
VT,44.3052,-72.0346
VT,44.2432,-72.0428
VT,44.193,-72.0662
VT,44.1349,-72.036
VT,44.0698,-72.058
VT,44.0017,-72.1101
VT,43.9671,-72.0937
VT,43.9088,-72.1252
VT,43.8682,-72.1733
VT,43.7899,-72.1994
VT,43.7899,-72.1994
VT,43.7384,-72.2392
VT,43.7056,-72.301
VT,43.6391,-72.3271
VT,43.5893,-72.3436
VT,43.5814,-72.3793
VT,43.5027,-72.3972
VT,43.4988,-72.3807
VT,43.415,-72.3999
VT,43.3601,-72.4123
VT,43.3591,-72.3903
VT,43.3282,-72.4081
VT,43.2762,-72.3999
VT,43.2342,-72.437
VT,43.1852,-72.4493
VT,43.1311,-72.448
VT,43.0679,-72.4507
VT,43.0067,-72.4438
VT,42.9846,-72.4699
VT,42.9645,-72.5276
VT,42.8951,-72.5331
VT,42.8639,-72.5633
VT,42.7863,-72.5098
VT,42.7652,-72.5166
VT,42.7541,-72.4741
VT,42.7289,-72.459
VT,42.7465,-73.2761
VT,42.8025,-73.2912
VT,42.8357,-73.285
VT,43.0679,-73.2678
VT,43.5022,-73.2472
VT,43.5615,-73.2561
VT,43.5774,-73.2939
VT,43.6271,-73.3049
VT,43.6271,-73.3557
VT,43.5675,-73.3976
VT,43.5883,-73.4326
VT,43.6351,-73.4285
VT,43.6684,-73.4079
VT,43.7031,-73.3907
VT,43.7701,-73.3516
VT,43.8207,-73.3928
VT,43.8533,-73.3832
VT,43.9033,-73.3969
VT,43.9365,-73.4086
VT,43.9795,-73.4134
VT,44.0427,-73.4381
VT,44.1058,-73.4141
VT,44.1921,-73.3928
VT,44.2393,-73.3427
VT,44.2467,-73.3186
VT,44.3484,-73.3406
VT,44.369,-73.3385
VT,44.4328,-73.2946
VT,44.5367,-73.3296
VT,44.5919,-73.3832
VT,44.6569,-73.377
VT,44.7477,-73.3681
VT,44.7857,-73.3317
VT,44.8043,-73.3324
VT,44.8398,-73.3818
VT,44.904,-73.3564
VT,44.9181,-73.3392
VT,44.9643,-73.3372
VT,44.9799,-73.3537
VT,45.0046,-73.3447
VT,45.0109,-73.3447
VT,45.0104,-73.3426
WA,49.0023,-123.3208
WA,49.0027,-123.0338
WA,49.0018,-122.065
WA,48.9973,-121.7491
WA,48.9991,-121.5912
WA,49.0009,-119.6082
WA,49.0005,-118.0378
WA,48.9996,-117.0319
WA,47.9614,-117.0415
WA,46.506,-117.0394
WA,46.4274,-117.0394
WA,46.3498,-117.0621
WA,46.3384,-117.0277
WA,46.2848,-116.9879
WA,46.2388,-116.9577
WA,46.2022,-116.9659
WA,46.1722,-116.9254
WA,46.1432,-116.9357
WA,46.1009,-116.9584
WA,46.0785,-116.9762
WA,46.0537,-116.9433
WA,45.996,-116.9165
WA,46.0008,-118.033
WA,45.9998,-118.9867
WA,45.932,-119.1302
WA,45.9278,-119.1708
WA,45.9402,-119.2559
WA,45.9354,-119.3047
WA,45.922,-119.3644
WA,45.9172,-119.4386
WA,45.9067,-119.4894
WA,45.9249,-119.5724
WA,45.9196,-119.6013
WA,45.8565,-119.67
WA,45.8479,-119.8052
WA,45.8278,-119.9096
WA,45.8245,-119.9652
WA,45.7852,-120.071
WA,45.7623,-120.1705
WA,45.7258,-120.211
WA,45.7057,-120.3628
WA,45.6951,-120.4829
WA,45.7469,-120.5942
WA,45.746,-120.634
WA,45.7143,-120.6924
WA,45.6721,-120.8558
WA,45.6409,-120.9142
WA,45.6572,-120.9471
WA,45.6419,-120.9787
WA,45.6529,-121.0645
WA,45.6078,-121.1469
WA,45.6083,-121.1847
WA,45.6721,-121.2177
WA,45.7057,-121.3392
WA,45.6932,-121.401
WA,45.7263,-121.5328
WA,45.7091,-121.6145
WA,45.6947,-121.7361
WA,45.7067,-121.8095
WA,45.6452,-121.9338
WA,45.6088,-122.0451
WA,45.5833,-122.1089
WA,45.5838,-122.1426
WA,45.566,-122.2009
WA,45.5439,-122.2641
WA,45.5482,-122.3321
WA,45.5756,-122.3795
WA,45.5636,-122.4392
WA,45.6006,-122.5676
WA,45.6236,-122.6891
WA,45.6582,-122.7647
WA,45.6817,-122.775
WA,45.7613,-122.7619
WA,45.8106,-122.7962
WA,45.8642,-122.7839
WA,45.912,-122.8114
WA,45.9612,-122.8148
WA,46.016,-122.8587
WA,46.0604,-122.8848
WA,46.0832,-122.9034
WA,46.1028,-122.9597
WA,46.1556,-123.0579
WA,46.1865,-123.121
WA,46.1893,-123.1664
WA,46.1446,-123.281
WA,46.147,-123.3703
WA,46.1822,-123.4314
WA,46.2293,-123.4287
WA,46.2691,-123.4946
WA,46.2582,-123.5557
WA,46.2573,-123.6209
WA,46.2497,-123.6875
WA,46.2691,-123.7404
WA,46.235,-123.8729
WA,46.2383,-123.9292
WA,46.2677,-123.9711
WA,46.2924,-124.0212
WA,46.2653,-124.0329
WA,46.2596,-124.2444
WA,46.4312,-124.2691
WA,46.8386,-124.3529
WA,47.1832,-124.438
WA,47.4689,-124.5616
WA,47.8012,-124.7566
WA,48.0423,-124.8679
WA,48.2457,-124.8679
WA,48.3727,-124.8486
WA,48.4984,-124.7539
WA,48.4096,-124.4174
WA,48.3599,-124.2389
WA,48.2964,-124.0116
WA,48.2795,-123.9141
WA,48.2247,-123.5413
WA,48.2539,-123.3998
WA,48.2841,-123.2501
WA,48.4233,-123.1169
WA,48.4533,-123.1609
WA,48.5548,-123.222
WA,48.5902,-123.2336
WA,48.6901,-123.2721
WA,48.7675,-123.0084
WA,48.8313,-123.0084
WA,49.0023,-123.3215
WI,42.5116,-90.6303
WI,42.4954,-87.0241
WI,43.3721,-87.1477
WI,43.6838,-87.123
WI,44.1694,-86.9911
WI,44.4828,-86.8579
WI,44.8792,-86.6876
WI,45.2343,-86.2523
WI,45.4418,-86.7535
WI,45.4438,-87.1024
WI,45.3531,-87.1724
WI,45.2401,-87.3193
WI,45.1995,-87.41
WI,45.0784,-87.4443
WI,45.0987,-87.6379
WI,45.2217,-87.6956
WI,45.3367,-87.6462
WI,45.3869,-87.6956
WI,45.3425,-87.8549
WI,45.4813,-87.7945
WI,45.5679,-87.7945
WI,45.6764,-87.7876
WI,45.7934,-87.9936
WI,45.8077,-88.1145
WI,45.8728,-88.0733
WI,45.9521,-88.1982
WI,46.0122,-88.5498
WI,45.997,-88.7036
WI,46.038,-88.8451
WI,46.1389,-89.0909
WI,46.3412,-90.1195
WI,46.5664,-90.4147
WI,47.2876,-89.9615
WI,47.31,-90.6578
WI,46.7079,-92.0352
WI,46.5928,-92.2948
WI,46.0761,-92.2975
WI,46.0132,-92.3579
WI,45.9769,-92.5227
WI,45.8135,-92.7466
WI,45.614,-92.8564
WI,45.5477,-92.7754
WI,45.4293,-92.6587
WI,45.3029,-92.7136
WI,44.9648,-92.7466
WI,44.7877,-92.7686
WI,44.653,-92.6422
WI,44.5504,-92.3552
WI,44.4652,-92.2632
WI,44.4024,-92.0654
WI,44.258,-91.8745
WI,44.06,-91.6383
WI,43.9612,-91.4941
WI,43.8296,-91.3184
WI,43.644,-91.2524
WI,43.5167,-91.2305
WI,43.3342,-91.2085
WI,43.2932,-91.0547
WI,43.1651,-91.1865
WI,43.0257,-91.1536
WI,42.9082,-91.1426
WI,42.7692,-91.0547
WI,42.6915,-90.791
WI,42.634,-90.7031
WI,42.5096,-90.6303
WV,39.7188,-79.4765
WV,39.2057,-79.4806
WV,39.4871,-79.0576
WV,39.4394,-78.9725
WV,39.6438,-78.7747
WV,39.5369,-78.6703
WV,39.521,-78.5742
WV,39.521,-78.4644
WV,39.6015,-78.4094
WV,39.6395,-78.3517
WV,39.6205,-78.2817
WV,39.6839,-78.2405
WV,39.6935,-78.1732
WV,39.5972,-77.8835
WV,39.4987,-77.7859
WV,39.3279,-77.731
WV,39.1279,-77.8271
WV,39.4563,-78.3421
WV,39.3407,-78.3408
WV,39.1918,-78.4341
WV,39.1652,-78.4053
WV,39.0299,-78.5715
WV,39.016,-78.5522
WV,38.8846,-78.7843
WV,38.7669,-78.8722
WV,38.8451,-78.9917
WV,38.7102,-79.0974
WV,38.6555,-79.1029
WV,38.4106,-79.3007
WV,38.46,-79.4792
WV,38.5342,-79.5314
WV,38.5868,-79.6481
WV,38.4869,-79.6962
WV,38.4213,-79.6989
WV,38.3557,-79.769
WV,38.2813,-79.7937
WV,38.1518,-79.9365
WV,38.0232,-79.9818
WV,37.8835,-80.137
WV,37.7295,-80.2592
WV,37.6795,-80.2881
WV,37.6295,-80.2194
WV,37.5391,-80.3224
WV,37.5315,-80.2881
WV,37.4988,-80.3032
WV,37.4182,-80.4776
WV,37.4814,-80.5119
WV,37.3691,-80.7715
WV,37.4214,-80.8635
WV,37.3429,-80.8525
WV,37.2872,-81.0516
WV,37.2598,-81.2741
WV,37.3254,-81.3675
WV,37.2019,-81.5543
WV,37.1953,-81.6724
WV,37.2697,-81.7685
WV,37.3003,-81.8701
WV,37.3636,-81.9333
WV,37.4574,-81.9772
WV,37.4912,-82.0308
WV,37.6142,-82.1558
WV,37.8054,-82.3535
WV,38.0481,-82.5513
WV,38.1864,-82.6392
WV,38.3761,-82.5966
WV,38.4106,-82.4854
WV,38.4407,-82.3412
WV,38.589,-82.2876
WV,38.5976,-82.1764
WV,38.798,-82.2148
WV,39.016,-82.028
WV,38.9615,-81.9649
WV,38.875,-81.8756
WV,38.937,-81.7671
WV,39.0117,-81.7657
WV,39.08,-81.752
WV,39.179,-81.7465
WV,39.2642,-81.5872
WV,39.3969,-81.4499
WV,39.3481,-81.3675
WV,39.4012,-81.237
WV,39.4691,-81.1093
WV,39.5644,-81.0104
WV,39.612,-80.9198
WV,39.6522,-80.8319
WV,39.8054,-80.8072
WV,39.8802,-80.7893
WV,39.8518,-80.799
WV,40.098,-80.7495
WV,40.2282,-80.7262
WV,40.3926,-80.6918
WV,40.591,-80.6451
WV,40.6338,-80.5188
WV,39.7241,-80.5174
WV,39.7209,-79.4778
WY,41.0037,-104.0556
WY,44.9949,-104.0584
WY,44.9998,-111.0539
WY,40.9986,-111.0457
WY,41.0006,-104.0556
